group,ID,original,quiescent_current,voltage_gain,cutoff_frequency,current_slope,T150_aging
RSAM,RSAM01,True,5.142775271087887,26.691119985503,657.0318395246148,9.482786896524671e-05,
RSAM,RSAM02,True,5.204219184815885,26.85581366976095,655.212711164612,9.483966509435534e-05,
RSAM,RSAM03,True,5.238212458789349,26.853568667982824,658.028524175388,9.48233262701817e-05,
RSAM,RSAM04,True,5.260036047548054,26.830374283305577,657.2420498278194,9.44243909647497e-05,
RSAM,RSAM05,True,5.224818084388973,26.96867755220344,657.4585799892345,9.627988449023342e-05,
RSAM,RSAM06,True,5.291439965367316,26.76132558646288,649.6298395031461,9.310028434686268e-05,
RSAM,RSAM07,True,5.239083990454674,26.85874821902,658.8486305514101,9.36609522137074e-05,
RSAM,RSAM08,True,5.121644027531145,26.802451025426127,653.946845400689,9.40502466248334e-05,
RSAM,RSAM09,True,5.260730255395173,26.922791739058148,658.4343224890499,9.425729426081166e-05,
RSAM,RSAM10,True,5.2632824517786485,26.8707291221192,654.0502588649601,9.310313180157048e-05,
RSAM,RSAM11,True,5.25573818013072,26.855041243194684,656.2297786062477,9.32764271926941e-05,
RSAM,RSAM12,True,5.371604952961206,26.82782139825331,648.2106118292728,9.181229383056933e-05,
RSAM,RSAM13,True,5.302506778389216,26.90440957778528,657.1277493029264,9.303512057762387e-05,
RSAM,RSAM14,True,5.2969273179769525,26.83456439840298,661.4603829173097,9.23476174154368e-05,
RSAM,RSAM15,True,5.328942183405159,26.81259065890247,653.6304430607971,9.219812575836616e-05,
RSAM,RSAM16,True,5.327637121081352,26.873157180987004,657.3748829933141,9.31657086520344e-05,
RSAM,RSAM17,True,5.373846739530562,26.89205848929505,651.5383081535148,9.192051691944852e-05,
RSAM,RSAM18,True,5.370286945253611,26.81080581048502,659.5776440437048,9.216528612371644e-05,
RSAM,RSAM19,True,5.380236264318229,26.89001917129746,656.9460362692206,9.229444471146188e-05,
RSAM,RSAM20,True,5.385719146579504,26.89179730754078,650.6801558214466,9.174803449731638e-05,
RSAM,RSAM21,True,5.242494121193887,26.830586816359943,639.6836836781926,9.53080011635871e-05,
RSAM,RSAM22,True,5.253316089510918,26.7645975236593,646.7667529253271,9.481414109114108e-05,
RSAM,RSAM23,True,5.147862900048496,26.834685676933645,641.92234322185,9.514497710998449e-05,
RSAM,RSAM24,True,5.217525921761991,26.833799928035347,650.1380886113327,9.591185742609582e-05,
RSAM,RSAM25,True,5.186298210173844,26.89348631731271,648.1017165585912,9.531705691295443e-05,
RSAM,RSAM26,True,5.21030779927969,26.893173250932097,647.6687310692272,9.503503460520072e-05,
RSAM,RSAM27,True,5.200399272143843,26.849745481614217,651.0423851288173,9.425336832570974e-05,
RSAM,RSAM28,True,5.238831788301469,26.92209706632949,645.4768348355175,9.540296021223202e-05,
RSAM,RSAM29,True,5.238299537450076,26.885916370237272,645.8984929464015,9.39798619344244e-05,
RSAM,RSAM30,True,5.314565822482111,26.832673408295125,650.509278894247,9.372459936232127e-05,
RSAM,RSAM31,True,5.177927762269974,26.876075351066305,649.3471268879205,9.476727734377412e-05,
RSAM,RSAM32,True,5.262113735079768,26.908201101821312,648.5233252796006,9.388470534213778e-05,
RSAM,RSAM33,True,5.278958566486836,26.78341991240928,651.1958756846705,9.282450682612384e-05,
RSAM,RSAM34,True,5.279796011745932,26.84381902922656,648.9942989110209,9.263652308443837e-05,
RSAM,RSAM35,True,5.356374476104973,26.87586475287094,647.4281234142825,9.219276339008928e-05,
RSAM,RSAM36,True,5.284868460148575,26.85880964125177,649.2714483953606,9.128175980036218e-05,
RSAM,RSAM37,True,5.342077184468508,26.85429980458448,649.0092608905261,9.304794313099515e-05,
RSAM,RSAM38,True,5.346792750060558,26.889189285576585,650.9305616907975,9.361152306432943e-05,
RSAM,RSAM39,True,5.385854933410885,26.815280985149723,643.7236563272947,9.248289932970428e-05,
RSAM,RSAM40,True,5.356329027563332,26.908613008847727,644.147099706408,9.283313508287208e-05,
RSAM,RSAM41,True,5.360555555671456,26.82481177340524,643.5015595253419,9.244409795257771e-05,
RSAM,RSAM42,True,5.2898650988936415,26.83957744338036,639.0499389180912,9.637868426821404e-05,
RSAM,RSAM43,True,5.227157566696406,26.90076040781137,652.4622612459374,9.750880979391898e-05,
RSAM,RSAM44,True,5.305809900164606,26.73996787956373,639.8258064251582,9.773449353546286e-05,
RSAM,RSAM45,True,5.209637805819512,26.93839145885978,641.1851789279685,9.767802982600444e-05,
RSAM,RSAM46,True,5.254195164889098,26.890073636635883,642.7936393365001,9.5964940350766e-05,
RSAM,RSAM47,True,5.15669109299779,26.792623371546448,643.3700415700974,9.531413695960784e-05,
RSAM,RSAM48,True,5.195499584078791,26.7733136936922,639.9701600393181,9.529061576855224e-05,
RSAM,RSAM49,True,5.2829872816801045,26.856905504996178,643.6687227195381,9.598123898664626e-05,
RSAM,RSAM50,True,5.20104989409447,26.898167351824792,641.482098189772,9.564746582740793e-05,
RSAM,RSAM51,True,5.110293813049794,26.80231838749008,655.1109439205557,9.51027024041132e-05,
RSAM,RSAM52,True,2.9476028867065898,26.864028282783163,647.202624179564,0.0001363423786845,
RSAM,RSAM53,True,5.237099900841714,26.860975355566858,653.728139855901,9.593957000970983e-05,
RSAM,RSAM54,True,5.272873397916556,26.898538898637423,637.8846594260882,9.524007706557684e-05,
RSAM,RSAM55,True,5.3494270890951165,26.93174734044368,642.7017055917021,9.486947125534016e-05,
RSAM,RSAM56,True,5.222654156386852,26.841785484738192,632.596229937521,9.461493710334718e-05,
RSAM,RSAM57,True,5.272608995437622,26.932592806762223,642.5140756064345,9.51771080364911e-05,
RSAM,RSAM58,True,5.306490417569877,26.869372172182484,645.7998735686525,9.339956562186046e-05,
RSAM,RSAM59,True,5.29132466763258,26.866826221417483,646.2638610616403,9.399625714914064e-05,
RSAM,RSAM60,True,5.296375323086978,26.792605545188263,647.6045401778005,9.3286692327493e-05,
RSAM,RSAM61,True,5.351779237389563,26.833583315728674,650.1907039794215,9.557119365991944e-05,
RSAM,RSAM62,True,5.349643435329201,26.83183772981775,643.5187328643634,9.554580746227816e-05,
RSAM,RSAM63,True,5.328173656016588,26.97757223638069,656.97339301292,9.668081915217426e-05,
RSAM,RSAM64,True,5.338339041918519,26.86194028425837,649.5606432270755,9.428521364925342e-05,
RSAM,RSAM65,True,5.227748490870001,26.7051410420714,653.70024729131,9.323898940649309e-05,
RSAM,RSAM66,True,5.336141400039196,26.84048364044359,650.7852409534016,9.298581756221226e-05,
RSAM,RSAM67,True,5.237485934048893,26.857832378248883,646.4022495272982,9.353541613476496e-05,
RSAM,RSAM68,True,5.3509674966335306,26.966022264696143,649.0676208487312,9.48163005672048e-05,
RSAM,RSAM69,True,5.281299073249103,26.87611024771052,647.5360974559856,9.390289740591311e-05,
RSAM,RSAM70,True,5.33543089404702,26.8573993118023,652.0321393915812,9.281624480038888e-05,
RSAM,RSAM71,True,5.444882903248073,26.909265099829923,646.1859174847538,9.379014738541704e-05,
RSAM,RSAM72,True,5.3763368166983145,26.8284431823348,652.0716440530273,9.205597195103766e-05,
RSAM,RSAM73,True,5.448416434228422,26.8818842396892,659.2487083459177,9.484308985666071e-05,
RSAM,RSAM74,True,5.465679336339238,26.89805087228245,662.4159270400785,9.19335685360053e-05,
RSAM,RSAM75,True,5.425167828798294,26.99610800514824,645.8715473935932,9.31905897375108e-05,
RSAM,RSAM76,True,5.419861711561678,26.911371796394302,645.5732582084062,9.336575944663934e-05,
RSAM,RSAM77,True,5.37372026592493,26.79221041472199,654.7596428012376,9.335738660751238e-05,
RSAM,RSAM78,True,5.389200896024704,26.86352100018768,647.413014651178,9.3725255282012e-05,
RSAM,RSAM79,True,5.428354628384114,26.866230923704563,653.1817140288528,9.375601872140542e-05,
RSAM,RSAM80,True,5.29371201992035,26.87627727330157,646.5137574372312,9.426137764821816e-05,
RSAM,RSAM81,True,5.40963066741824,26.868687174509983,652.9369943923634,9.29982875836398e-05,
RSAM,RSAM82,True,5.1958809606730965,26.818218269669945,638.5818814469994,9.510006953308148e-05,
RSAM,RSAM83,True,5.28389047831297,26.93609090402952,641.9658471728014,9.604497159260297e-05,
RSAM,RSAM84,True,5.449585523456338,26.984732209457093,643.7084833337975,9.620905250358266e-05,
RSAM,RSAM85,True,5.395128484815357,26.88226687754338,644.8091325259113,9.454102121491828e-05,
RSAM,RSAM86,True,5.3355759009718895,26.84780712400272,643.739446150668,9.449168081732396e-05,
RSAM,RSAM87,True,5.375306960195301,26.93858956350603,647.2444736001203,9.520548702487916e-05,
RSAM,RSAM88,True,5.381360277533532,26.819389697374525,652.8522148741874,9.358078966574948e-05,
RSAM,RSAM89,True,5.349012278020382,26.83983794359309,655.6156443037546,9.342456141133816e-05,
RSAM,RSAM90,True,5.321945622563364,26.837326037326623,645.0291157816645,9.336507747898208e-05,
RSAM,RSAM91,True,5.457768216729164,26.966510731670564,648.2119350775121,9.37658769025076e-05,
RSAM,RSAM92,True,5.322168022394182,26.86120397281321,656.340469616987,9.247448979942648e-05,
RSAM,RSAM93,True,5.363319721072914,26.83593864696248,657.8234902703609,9.28332900234833e-05,
RSAM,RSAM94,True,5.499583762139083,26.85395872128526,654.2324497400492,9.145958656010706e-05,
RSAM,RSAM95,True,5.459810048341752,26.90362194698209,661.2229006596191,9.257356483895108e-05,
UTC_CD,UTC_CD01,False,4.410439729690553,26.826807233908887,619.6048775694395,6.848581365257002e-05,
UTC_CD,UTC_CD02,False,4.394228663295507,26.92018400253249,620.6258663270149,6.874419705962833e-05,
UTC_CD,UTC_CD03,False,4.39825039356947,26.74843317567981,601.3699977641689,6.660108502066151e-05,
UTC_CD,UTC_CD04,False,4.37492011114955,26.806291108323705,604.9537308402507,6.825336070831784e-05,
UTC_CD,UTC_CD05,False,4.506532941013576,26.898449018354064,604.3251408969176,6.692767847288835e-05,
UTC_CD,UTC_CD06,False,4.50061997398734,26.822202366401346,611.4954032867981,6.631130308890331e-05,
UTC_CD,UTC_CD07,False,4.49516549706459,26.825004562718483,621.4375926724167,6.681452888729022e-05,
UTC_CD,UTC_CD08,False,4.4905653223395365,26.83433521085318,621.8910834786964,6.727150888072497e-05,
UTC_CD,UTC_CD09,False,4.47585368528962,26.745006679081,603.4507462163873,6.770884023318191e-05,
UTC_CD,UTC_CD10,False,4.546693898737431,26.95195911888345,617.0223572709738,6.494612391334235e-05,
UTC_CD,UTC_CD11,False,4.652141313999891,26.85834987100477,608.9444225765145,6.51309409156533e-05,
UTC_CD,UTC_CD12,False,4.67873914167285,26.878757748605075,607.174905395685,6.40749941770667e-05,
UTC_CD,UTC_CD13,False,4.642403870821,26.90463368755216,606.262703704207,6.482785348245055e-05,
UTC_CD,UTC_CD14,False,4.65859053656459,26.83305497936856,601.199656122307,6.524449888438815e-05,
UTC_CD,UTC_CD15,False,4.682795144617558,26.850810261845503,624.3971681720615,6.430283271552468e-05,
UTC_CD,UTC_CD16,False,4.689410235732794,26.8491174157004,612.5140947682565,6.42118023122046e-05,
UTC_CD,UTC_CD17,False,4.678775183856488,26.82402010227108,612.5689286885539,6.317173459900632e-05,
UTC_CD,UTC_CD18,False,4.707169625908136,26.89490274922209,602.9261449110422,6.296671878208406e-05,
UTC_CD,UTC_CD19,False,4.66564716771245,26.86685098662327,610.5510179806894,6.418406456021326e-05,
UTC_CD,UTC_CD20,False,4.674949403852224,26.78751945090268,617.7570982061019,6.34434389237408e-05,
UTC_CD,UTC_CD21,False,4.69987839460373,26.801728213411582,598.4260894066535,6.359726755740655e-05,
